feature_1,feature_2,Пирсон,Спирман
"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293",0.5993292305209014,0.6919777133006665
Определение содержания воды методом Карла Фишера | ASTM D 6304,"Щелочное число, ГОСТ 11362",0.5362829591232064,0.359243977548553
"Динамическая вязкость CCS -15°C, ASTM D5293","Индекс вязкости, ГОСТ 25371",0.5192081198086144,0.8734231844629621
Деэм.вода | ASTM D1401,"Температура застывания, ГОСТ 20287, метод Б",-0.5089774491606461,-0.616853266529187
Деэм.масло | ASTM D1401,"Температура застывания, ГОСТ 20287, метод Б",-0.5071944484321959,-0.615781249165789
"Динамическая вязкость CCS -20°C, ASTM D5293","Индекс вязкости, ГОСТ 25371",0.4813083243993387,0.7915177376712591
"Кислотное число, ГОСТ 11362","Щелочное число, ASTM D2896",0.4798198013053341,0.3179696130410347
"Время испытания | - Daimler Oxidation Test (DOT), ч","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",0.4765584599670894,0.48272214542274483
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293",0.4761268365969525,0.67806576324149
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293",0.4640445020756234,0.6738335055692929
"Динамическая вязкость CCS -25°C, ASTM D5293","Индекс вязкости, ГОСТ 25371",0.4624026960522715,0.7852436301952362
Деэм.время | ASTM D1401,"Индекс вязкости, ГОСТ 25371",0.45877438582022123,0.6404279117650239
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293",0.44160384553934634,0.6767904451367778
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -20°C, ASTM D5293",0.4298481077417735,0.5690048135355552
"Динамическая вязкость CCS -30°C, ASTM D5293","Индекс вязкости, ГОСТ 25371",0.427865762897576,0.6988793408332167
"Динамическая вязкость CCS -15°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.4195197495363417,-0.8555156195408035
"Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293",0.4186548147807526,0.517479101233462
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -20°C, ASTM D5293",0.417913404529688,0.5648162836078648
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -25°C, ASTM D5293",0.41033046390581174,0.5512072637864429
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -20°C, ASTM D5293",0.4101567501991649,0.5676408351889793
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -25°C, ASTM D5293",0.39831618894321014,0.5480213332586215
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -25°C, ASTM D5293",0.3913694026756395,0.5494098251860912
"Динамическая вязкость CCS -20°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.37665507745470744,-0.7386601554271633
"Кислотное число, ГОСТ 11362","Массовая доля кальция, ASTM D6481",0.3676974559009067,0.19558385194401423
"Динамическая вязкость CCS -25°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.353795822625643,-0.729296771980883
Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -25°C, ASTM D5293",0.34867390032176654,0.14137099378519363
Деэм.время | ASTM D1401,"Температура застывания, ГОСТ 20287, метод Б",-0.33795351115040523,-0.6157901034794695
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -35°C, ASTM D5293",0.33287025879249554,0.4368201886858799
"Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293",0.32739320977319525,0.5475066282314898
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -35°C, ASTM D5293",0.32508506549509714,0.4424276797363239
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",0.32504174093272625,0.3176533991678403
Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293",0.3240632357544239,0.16398759525264006
"Динамическая вязкость CCS -30°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.32398869858821727,-0.6436287726543688
Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -20°C, ASTM D5293",0.3211877833311717,0.14000168633929772
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -30°C, ASTM D5293",0.3201962408204924,0.45912798886532663
"Динамическая вязкость CCS -35°C, ASTM D5293","Индекс вязкости, ГОСТ 25371",0.3126632554325161,0.5350925839865519
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -30°C, ASTM D5293",0.3122292658551048,0.4598264395808793
"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293",0.3077051683432794,0.5248645492832815
Деэм.время | ASTM D1401,Деэм.эмульсия | ASTM D1401,0.30729872934901287,0.2226688458209731
"Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293",0.30368424912679,0.5390543292110376
"Испаряемость по NOACK, ASTM D5800","Температура застывания, ГОСТ 20287, метод Б",-0.2927534043976548,-0.7142983135800771
"Динамическая вязкость CCS -35°C, ASTM D5293",Последовательность 2 | ASTM D892,0.26271906337246054,0.2088980288732962
Деэм.вода | ASTM D1401,"Испаряемость по NOACK, ASTM D5800",0.2620474044540393,0.752749601197634
Деэм.масло | ASTM D1401,"Испаряемость по NOACK, ASTM D5800",0.2611687895357693,0.7511383631069062
"Динамическая вязкость CCS -35°C, ASTM D5293",Последовательность 3 | ASTM D892,0.2611518359679204,0.13513490132745662
"Динамическая вязкость CCS -35°C, ASTM D5293",Последовательность 1 | ASTM D892,0.2593895260941992,0.09738696268679872
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -30°C, ASTM D5293",0.2429522284728586,0.45779478663166717
Деэм.вода | ASTM D1401,Последовательность 1 | ASTM D892,0.23302536041572905,0.2649884849712303
"Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445",0.23200029831593894,0.08085764477283476
Деэм.вода | ASTM D1401,Последовательность 3 | ASTM D892,0.22931141448479953,0.29991933312154406
"Индекс вязкости, ГОСТ 25371","Испаряемость по NOACK, ASTM D5800",0.22573836259998392,0.7114540108032785
Деэм.масло | ASTM D1401,Последовательность 1 | ASTM D892,0.22554313074668844,0.2680655876310737
Общее содержание азота | ASTM D3228,Цвет | ASTM D1500,0.22156475708886753,0.4009390881558669
Деэм.масло | ASTM D1401,Последовательность 3 | ASTM D892,0.21965329973072878,0.29228608865445127
Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,0.21867668195683593,0.219084131423435
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Индекс вязкости, ГОСТ 25371",-0.21432570478798937,-0.2162416757008361
Деэм.вода | ASTM D1401,Последовательность 2 | ASTM D892,0.21411870314126216,0.21804264505296936
Деаэрация | ASTM D3427,"Плотность при 15°С, ASTM D4052",0.21309392806585303,0.20553135325337074
"Плотность при 15°С, ASTM D4052",Температура проведения теста | -,0.21309392806585287,0.20553135325337074
"Плотность при 20°С, ASTM D4052",Температура проведения теста | -,0.21298542716358168,0.20553135325337074
Деаэрация | ASTM D3427,"Плотность при 20°С, ASTM D4052",0.21298542716358146,0.20553135325337074
Деэм.вода | ASTM D1401,Деэм.эмульсия | ASTM D1401,0.21191393040170048,0.21196827651815894
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",Деэм.масло | ASTM D1401,-0.20945476073106992,-0.20846398495376084
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",Деэм.вода | ASTM D1401,-0.20943225543909166,-0.20846214699035945
Деэм.масло | ASTM D1401,Последовательность 2 | ASTM D892,0.20442827589925186,0.1998878796880521
"Массовая доля, %","Плотность при 15°С, ASTM D4052",0.20210486508397302,0.18401180915090778
"Массовая доля, %","Плотность при 20°С, ASTM D4052",0.20207723199822353,0.18373029640735095
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Температура застывания, ГОСТ 20287, метод Б",0.20207707153890306,0.22112462265344113
"Индекс вязкости, ГОСТ 25371","Кинематическая вязкость, при 100°C, ASTM D445",-0.19613127523931162,0.027801915968469443
"Динамическая вязкость CCS -35°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.19497340758712964,-0.48394719051297747
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -35°C, ASTM D5293",0.19396758576819786,0.4374508010027132
"Индекс вязкости, ГОСТ 25371","Плотность при 20°С, ASTM D4052",0.185430819642943,0.17918528583488258
"Индекс вязкости, ГОСТ 25371","Плотность при 15°С, ASTM D4052",0.1854261365555664,0.17913935961203414
Деэм.время | ASTM D1401,"Испаряемость по NOACK, ASTM D5800",0.18522507341517278,0.7524439343580623
"Кинематическая вязкость, при 100°C, ASTM D445","Температура застывания, ГОСТ 20287, метод Б",0.18078007865938273,-0.022294089666326813
"Массовая доля, %","Температура застывания, ГОСТ 20287, метод Б",-0.16485857315634683,-0.14298283147186172
"Массовая доля, %","Испаряемость по NOACK, ASTM D5800",0.16157128657522019,0.1011842518094347
"Индекс вязкости, ГОСТ 25371","Щелочное число, ASTM D2896",-0.16106090387445593,-0.2277640461348457
"Кинематическая вязкость, при 100°C, ASTM D445",Цвет | ASTM D1500,0.15839694671190802,0.1058103841187875
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",Деэм.время | ASTM D1401,-0.15470053320220767,-0.20857801995414746
"Массовая доля, %","Массовая доля фосфора, ASTM D6481",0.15398411299354292,0.1338372379944213
"Массовая доля, %","Массовая доля цинка, ASTM D6481",0.15279828493642206,0.1386747740866499
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Индекс вязкости, ГОСТ 25371",0.1515508080031705,0.15316961466879642
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Дозировка катализатора, категория",-0.15132454091594888,-0.14754602729292918
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Динамическая вязкость CCS -15°C, ASTM D5293",-0.14964851499092927,-0.22942211033963944
"Температура застывания, ГОСТ 20287, метод Б","Щелочное число, ASTM D2896",0.14745144390873502,0.22159124573309225
"Индекс вязкости, ГОСТ 25371",Температура проведения теста | -,0.1443443145208699,0.14713676554812163
Деаэрация | ASTM D3427,"Индекс вязкости, ГОСТ 25371",0.14434431452086952,0.14713676554812163
"Температура застывания, ГОСТ 20287, метод Б",Температура проведения теста | -,-0.14431138738018268,-0.14394557725434257
Деаэрация | ASTM D3427,"Температура застывания, ГОСТ 20287, метод Б",-0.14431138738018257,-0.14394557725434257
Деэм.время | ASTM D1401,Последовательность 1 | ASTM D892,0.1442805522861198,0.27475471898276405
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C",Деэм.масло | ASTM D1401,0.14394776644446827,0.14468321923454924
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C",Деэм.вода | ASTM D1401,0.1439322996844761,0.14468194360671452
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Динамическая вязкость CCS -20°C, ASTM D5293",-0.14162350779489383,-0.1363181345502806
"Динамическая вязкость CCS -25°C, ASTM D5293",Последовательность 1 | ASTM D892,0.1389307610708378,0.22462407046667973
"Динамическая вязкость CCS -15°C, ASTM D5293",Последовательность 1 | ASTM D892,0.13888907006618462,0.2828252811855241
"Динамическая вязкость CCS -30°C, ASTM D5293",Последовательность 1 | ASTM D892,0.1364289539005402,0.14885121700453446
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Динамическая вязкость CCS -25°C, ASTM D5293",-0.1361871625758644,-0.1337642255293386
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Температура застывания, ГОСТ 20287, метод Б",-0.13347933892635486,-0.14662519932530327
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Кинематическая вязкость, при 100°C, ASTM D445",-0.1330156987518128,-0.17862406437977355
"Индекс вязкости, ГОСТ 25371",Последовательность 1 | ASTM D892,0.13215086900130618,0.206177292834721
Деэм.вода | ASTM D1401,"Кинематическая вязкость, при 100°C, ASTM D445",-0.13187474848436054,0.029178996213679188
Деэм.масло | ASTM D1401,"Кинематическая вязкость, при 100°C, ASTM D445",-0.13181904692403526,0.032840848624359674
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Испаряемость по NOACK, ASTM D5800",-0.13144369276980794,-0.21631230196344634
"Индекс вязкости, ГОСТ 25371","Массовая доля кальция, ASTM D6481",-0.1311506976236403,0.21239837352660315
Деэм.время | ASTM D1401,Последовательность 3 | ASTM D892,0.12778720051190862,0.29945212677812416
"Динамическая вязкость CCS -30°C, ASTM D5293","Кинематическая вязкость, при 100°C, ASTM D445",-0.12774484487246815,-0.01230746924773105
"Индекс вязкости, ГОСТ 25371",Последовательность 3 | ASTM D892,0.12701950887352045,0.1744987135443894
"Массовая доля, %","Динамическая вязкость CCS -15°C, ASTM D5293",0.12643260732633432,0.1616116747492818
"Плотность при 15°С, ASTM D4052","Температура застывания, ГОСТ 20287, метод Б",-0.1250716191249706,-0.119181658079953
"Плотность при 20°С, ASTM D4052","Температура застывания, ГОСТ 20287, метод Б",-0.1250601782049949,-0.11911395780942123
"Массовая доля, %","Динамическая вязкость CCS -20°C, ASTM D5293",0.12489457298480591,0.20594225960751097
"Массовая доля кальция, ASTM D6481","Щелочное число, ГОСТ 11362",0.12458498212492537,0.12294267714446463
"Динамическая вязкость CCS -20°C, ASTM D5293",Последовательность 1 | ASTM D892,0.12449435610046883,0.24155838531585125
Деэм.эмульсия | ASTM D1401,"Индекс вязкости, ГОСТ 25371",0.12147062443738876,0.1250728299002142
"Кинематическая вязкость, при -30⁰С | ASTM D445","Температура застывания, ГОСТ 20287, метод Б",-0.1213060756802776,-0.05299309276749915
"Динамическая вязкость CCS -20°C, ASTM D5293","Кинематическая вязкость, при 100°C, ASTM D445",-0.12019798899179257,-0.01031239820295292
"Массовая доля кальция, ASTM D6481","Температура застывания, ГОСТ 20287, метод Б",0.12006925745849138,-0.21455446934715922
"Индекс вязкости, ГОСТ 25371",Последовательность 2 | ASTM D892,0.11717998955320845,0.11955227619130833
Последовательность 1 | ASTM D892,"Температура застывания, ГОСТ 20287, метод Б",-0.11714973338281229,-0.22147547630014475
Деэм.время | ASTM D1401,Последовательность 2 | ASTM D892,0.11651151121628665,0.20731319246849855
"Кинематическая вязкость, при 100°C, ASTM D445","Кислотное число, ГОСТ 11362",0.11624226606288042,0.1808209786580044
"Динамическая вязкость CCS -25°C, ASTM D5293","Кинематическая вязкость, при 100°C, ASTM D445",-0.11544975820716669,-0.015241583488416243
"Кислотное число, ГОСТ 11362",Цвет | ASTM D1500,0.11484456907662247,0.4666324293707966
"Динамическая вязкость CCS -15°C, ASTM D5293","Кинематическая вязкость, при 100°C, ASTM D445",-0.11421112176355284,0.029636049161360447
"Время испытания | - Daimler Oxidation Test (DOT), ч","Дозировка катализатора, категория",0.11294383432909447,0.11294383432909509
Последовательность 3 | ASTM D892,"Температура застывания, ГОСТ 20287, метод Б",-0.11283646894222304,-0.19608678588376816
"Индекс вязкости, ГОСТ 25371","Массовая доля фосфора, ASTM D6481",-0.11198206458326833,0.291730138169066
"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362",0.11193190312685314,0.11456795291387213
"Испаряемость по NOACK, ASTM D5800","Кинематическая вязкость, при 100°C, ASTM D445",-0.10951670000587953,0.004282089476530016
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Динамическая вязкость CCS -15°C, ASTM D5293",0.10923867783649209,0.15645962543334616
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Динамическая вязкость CCS -20°C, ASTM D5293",0.10906882754993663,0.0993309676222555
Деэм.масло | ASTM D1401,"Щелочное число, ASTM D2896",-0.10853484777688854,-0.1530844524618862
Деэм.вода | ASTM D1401,"Щелочное число, ASTM D2896",-0.108523186029834,-0.15308310276293938
"Кинематическая вязкость, при 100°C, ASTM D445","Массовая доля фосфора, ASTM D6481",-0.10788910570255428,0.3618638829197242
"Индекс вязкости, ГОСТ 25371","Массовая доля цинка, ASTM D6481",-0.1078482986630993,0.28682838122821064
"Динамическая вязкость CCS -30°C, ASTM D5293","Щелочное число, ASTM D2896",-0.10754705408213457,-0.30204096498775196
"Динамическая вязкость CCS -30°C, ASTM D5293",Последовательность 2 | ASTM D892,0.10724993936372684,0.1272699761091405
"Динамическая вязкость CCS -30°C, ASTM D5293",Последовательность 3 | ASTM D892,0.10702974626542605,0.1132920659577354
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Кинематическая вязкость, при 100°C, ASTM D445",0.10698548637015202,0.13904265520515952
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C",Деэм.время | ASTM D1401,0.10631792824617729,0.14476236456492858
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Динамическая вязкость CCS -25°C, ASTM D5293",0.10620803575637029,0.09761294053794005
"Массовая доля, %","Индекс вязкости, ГОСТ 25371",0.1059694978801655,0.09770886356379935
Деэм.эмульсия | ASTM D1401,"Температура застывания, ГОСТ 20287, метод Б",-0.10594550825980444,-0.1370671416891081
"Массовая доля, %","Динамическая вязкость CCS -25°C, ASTM D5293",0.10580258811311445,0.19888331651840463
"Время испытания | - Daimler Oxidation Test (DOT), ч",Деэм.масло | ASTM D1401,-0.10560539840459371,-0.10553589312728176
"Время испытания | - Daimler Oxidation Test (DOT), ч",Деэм.вода | ASTM D1401,-0.10559405141817403,-0.10553496264948657
"Кинематическая вязкость, при 100°C, ASTM D445","Массовая доля цинка, ASTM D6481",-0.10293076087036397,0.36839595381047585
Последовательность 2 | ASTM D892,"Температура застывания, ГОСТ 20287, метод Б",-0.10291474306264264,-0.13248368874829922
"Массовая доля фосфора, ASTM D6481","Температура застывания, ГОСТ 20287, метод Б",0.10252096152818807,-0.29077861388301257
"Динамическая вязкость CCS -20°C, ASTM D5293","Щелочное число, ASTM D2896",-0.10197838254431221,-0.28774417164666943
"Динамическая вязкость CCS -35°C, ASTM D5293","Испаряемость по NOACK, ASTM D5800",0.1015228561265858,0.5208973444600994
"Массовая доля цинка, ASTM D6481","Температура застывания, ГОСТ 20287, метод Б",0.0987356164005747,-0.2868315507890155
"Плотность при 15°С, ASTM D4052","Щелочное число, ASTM D2896",-0.09788510107215258,-0.13812349107303762
"Плотность при 20°С, ASTM D4052","Щелочное число, ASTM D2896",-0.09788445528174534,-0.13812349107303762
"Динамическая вязкость CCS -25°C, ASTM D5293","Щелочное число, ASTM D2896",-0.09783617905757472,-0.2863331778228213
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Кинематическая вязкость, при 40°C, ASTM D445",-0.09740717043811868,-0.12056920462888078
Деэм.время | ASTM D1401,"Кинематическая вязкость, при 100°C, ASTM D445",-0.09691647802219522,0.031606144136474536
"Динамическая вязкость CCS -15°C, ASTM D5293","Щелочное число, ASTM D2896",-0.09686857736766025,-0.228066096521265
"Динамическая вязкость CCS -15°C, ASTM D5293","Испаряемость по NOACK, ASTM D5800",0.09614909304060286,0.8337174319696701
"Время испытания | - Daimler Oxidation Test (DOT), ч","Индекс вязкости, ГОСТ 25371",-0.09472278548767869,-0.09565343277232703
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Испаряемость по NOACK, ASTM D5800",0.09324508854443822,0.14327211787920868
"Массовая доля кальция, ASTM D6481",Определение содержания воды методом Карла Фишера | ASTM D 6304,0.09174597768469293,0.10729084541614356
"Массовая доля фосфора, ASTM D6481","Щелочное число, ASTM D2896",-0.09170099500479938,0.17342607875483576
"Динамическая вязкость CCS -30°C, ASTM D5293","Испаряемость по NOACK, ASTM D5800",0.09036874042248938,0.6177047666140093
"Динамическая вязкость CCS -15°C, ASTM D5293",Последовательность 3 | ASTM D892,0.08995737156688623,0.21484382883163522
Деэм.масло | ASTM D1401,"Массовая доля кальция, ASTM D6481",-0.08837480668649568,0.2650999471842371
Деэм.вода | ASTM D1401,"Массовая доля кальция, ASTM D6481",-0.08836482057167262,0.2659521236409352
"Массовая доля цинка, ASTM D6481","Щелочное число, ASTM D2896",-0.0880048825146024,0.19699279470807068
"Динамическая вязкость CCS -30°C, ASTM D5293","Массовая доля кальция, ASTM D6481",-0.08757784957738322,0.037410181835236415
"Испаряемость по NOACK, ASTM D5800","Щелочное число, ASTM D2896",-0.08661630071636629,-0.1942491812525483
"Индекс вязкости, ГОСТ 25371","Массовая доля серы, ASTM D6481",-0.08650372077968041,0.4356092875854381
"Динамическая вязкость CCS -25°C, ASTM D5293",Последовательность 3 | ASTM D892,0.08620084259074366,0.1811905385162286
Цвет | ASTM D1500,"Щелочное число, ГОСТ 11362",0.08518447769434197,0.4176366766441035
"Массовая доля, %","Массовая доля серы, ASTM D6481",0.08414358523450115,0.09655071314070175
"Время испытания | - Daimler Oxidation Test (DOT), ч","Температура застывания, ГОСТ 20287, метод Б",0.08368030938175397,0.09206698009727296
"Динамическая вязкость CCS -20°C, ASTM D5293","Массовая доля кальция, ASTM D6481",-0.0830433648248136,0.09553083120913519
"Дозировка катализатора, категория",Деэм.масло | ASTM D1401,-0.08122571555238893,-0.08117225601367613
"Дозировка катализатора, категория",Деэм.вода | ASTM D1401,-0.08121698809048586,-0.08117154034264167
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Плотность при 15°С, ASTM D4052",0.08104300905276547,0.07911906761917942
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Плотность при 20°С, ASTM D4052",0.08101677334482213,0.07916669186240569
Деэм.время | ASTM D1401,"Щелочное число, ASTM D2896",-0.08016241198577097,-0.15316819347642913
"Массовая доля кальция, ASTM D6481","Плотность при 15°С, ASTM D4052",-0.07971663882203905,-0.15243335927921536
"Массовая доля кальция, ASTM D6481","Плотность при 20°С, ASTM D4052",-0.07971611406159874,-0.15243335927921536
"Динамическая вязкость CCS -25°C, ASTM D5293","Массовая доля кальция, ASTM D6481",-0.0796704329661977,0.08990383477885588
"Динамическая вязкость CCS -15°C, ASTM D5293",Последовательность 2 | ASTM D892,0.0796396224035042,0.15473130879925107
"Массовая доля серы, ASTM D6481","Температура застывания, ГОСТ 20287, метод Б",0.07926367339547788,-0.43394435934141984
"Динамическая вязкость CCS -15°C, ASTM D5293","Массовая доля кальция, ASTM D6481",-0.07888061153809053,0.2272118924287506
"Динамическая вязкость CCS -15°C, ASTM D5293",Температура проведения теста | -,0.07827730874092449,0.1478442529503728
Деаэрация | ASTM D3427,"Динамическая вязкость CCS -15°C, ASTM D5293",0.07827730874092446,0.1478442529503728
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Кислотное число, ГОСТ 11362",-0.07823428705553362,-0.060083707159858966
"Время испытания | - Daimler Oxidation Test (DOT), ч",Деэм.время | ASTM D1401,-0.07799875918408189,-0.1055936238936597
"Кинематическая вязкость, при 100°C, ASTM D445","Массовая доля серы, ASTM D6481",-0.07725479934446651,0.31037720151321346
Определение содержания воды методом Карла Фишера | ASTM D 6304,"Щелочное число, ASTM D2896",0.07640836403776644,0.11759457346639897
"Динамическая вязкость CCS -25°C, ASTM D5293","Испаряемость по NOACK, ASTM D5800",0.07623359350909303,0.675471331796691
"Динамическая вязкость CCS -25°C, ASTM D5293",Последовательность 2 | ASTM D892,0.0759709629687061,0.13237279605985197
"Испаряемость по NOACK, ASTM D5800",Последовательность 3 | ASTM D892,0.07565460464881373,0.23881727062996957
Деэм.масло | ASTM D1401,"Массовая доля фосфора, ASTM D6481",-0.07544856483964754,0.3471214314615937
Деэм.вода | ASTM D1401,"Массовая доля фосфора, ASTM D6481",-0.07543923629572057,0.34852447343448717
"Динамическая вязкость CCS -20°C, ASTM D5293",Последовательность 3 | ASTM D892,0.07535177794512062,0.1804702295168543
"Время испытания | - Daimler Oxidation Test (DOT), ч","Динамическая вязкость CCS -20°C, ASTM D5293",-0.07535172758265367,-0.06251823933227033
Деэм.масло | ASTM D1401,"Плотность при 15°С, ASTM D4052",-0.07517332925155532,-0.07510710023940906
Деэм.масло | ASTM D1401,"Плотность при 20°С, ASTM D4052",-0.07517283330054382,-0.07510710023940906
"Массовая доля, %","Динамическая вязкость CCS -30°C, ASTM D5293",0.0751671506649458,0.17955703139606757
Деэм.вода | ASTM D1401,"Плотность при 15°С, ASTM D4052",-0.0751652521005852,-0.075106438043004
Деэм.вода | ASTM D1401,"Плотность при 20°С, ASTM D4052",-0.07516475620286216,-0.075106438043004
"Динамическая вязкость CCS -30°C, ASTM D5293","Массовая доля фосфора, ASTM D6481",-0.07477905518627373,0.11758686794810928
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Динамическая вязкость CCS -35°C, ASTM D5293",0.07470448564016534,0.12734114356973503
"Массовая доля кальция, ASTM D6481","Массовая доля цинка, ASTM D6481",-0.07455244852173033,0.6968294454348787
