feature_1,feature_2,Пирсон,Спирман
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293",0.4277005776270094,0.6800543054446068
"Динамическая вязкость CCS -15°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.42650253769104973,-0.862529883648838
"Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293",0.41286566126329755,0.5144325113596584
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -20°C, ASTM D5293",0.41062891409177676,0.5748998690598495
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -20°C, ASTM D5293",0.39886037555674886,0.5704080924854664
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -20°C, ASTM D5293",0.3952933530600553,0.5734242553991
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -25°C, ASTM D5293",0.3854320327096276,0.5535357129283759
"Динамическая вязкость CCS -20°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.381530447276074,-0.7460771161503944
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -25°C, ASTM D5293",0.37423821675866376,0.5515622798443813
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -25°C, ASTM D5293",0.3738625992838413,0.5503942273659401
"Кислотное число, ГОСТ 11362","Массовая доля кальция, ASTM D6481",0.36890576331910097,0.19542929189177535
"Динамическая вязкость CCS -25°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.35634092799526096,-0.7328180252616998
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",0.34906624677674813,0.47377687661646556
"Динамическая вязкость CCS -30°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.3377957197847864,-0.6567468265688108
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -35°C, ASTM D5293",0.33445275875601993,0.4425550010467536
Деэм.время | ASTM D1401,Деэм.эмульсия | ASTM D1401,0.3332154825075468,0.2088093715622509
Деэм.время | ASTM D1401,"Температура застывания, ГОСТ 20287, метод Б",-0.3310430176554471,-0.6135857636899777
"Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293",0.32699854861951333,0.5443105646939091
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -35°C, ASTM D5293",0.3261517873316629,0.4483417417766106
"Время испытания | - Daimler Oxidation Test (DOT), ч","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",0.3237361284031412,0.3039245991733369
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",-0.32029515076867243,-0.35221513230285173
"Динамическая вязкость CCS -35°C, ASTM D5293","Индекс вязкости, ГОСТ 25371",0.30840710607184824,0.5318096702851455
Деэм.масло | ASTM D1401,"Динамическая вязкость CCS -30°C, ASTM D5293",0.30756684086220226,0.47089709709449057
"Испаряемость по NOACK, ASTM D5800","Температура застывания, ГОСТ 20287, метод Б",-0.30288901669883883,-0.7250507087376731
Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -25°C, ASTM D5293",0.30078570295558327,0.13242585507062504
Деэм.вода | ASTM D1401,"Динамическая вязкость CCS -30°C, ASTM D5293",0.3004638820567642,0.4716569646377509
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",0.30002295578226357,0.2984503965070129
"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293",0.2988217678359521,0.5179597445379392
"Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293",0.2958552068513058,0.5363569210065404
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",0.2778139841835457,0.257369535943011
Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293",0.27455313277597176,0.15249920393727925
Деэм.вода | ASTM D1401,"Испаряемость по NOACK, ASTM D5800",0.27309841314237576,0.7577475186959991
Деэм.масло | ASTM D1401,"Испаряемость по NOACK, ASTM D5800",0.2722759770212196,0.756234121247312
Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -20°C, ASTM D5293",0.2701064545383532,0.13049261750572522
"Динамическая вязкость CCS -35°C, ASTM D5293",Последовательность 2 | ASTM D892,0.2668085020244144,0.20799951529492333
"Динамическая вязкость CCS -35°C, ASTM D5293",Последовательность 3 | ASTM D892,0.2652226604594009,0.1345965649893394
"Динамическая вязкость CCS -35°C, ASTM D5293",Последовательность 1 | ASTM D892,0.2633866841920497,0.09329768985988111
"Индекс вязкости, ГОСТ 25371","Испаряемость по NOACK, ASTM D5800",0.2402437125218323,0.7264290068251875
Общее содержание азота | ASTM D3228,Цвет | ASTM D1500,0.23263502655265386,0.43301071349410164
"Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445",0.22778222674732299,0.07273545500164598
Деаэрация | ASTM D3427,"Плотность при 15°С, ASTM D4052",0.22656828630145925,0.2189686732412039
"Плотность при 15°С, ASTM D4052",Температура проведения теста | -,0.22656828630145923,0.2189686732412039
Деаэрация | ASTM D3427,"Плотность при 20°С, ASTM D4052",0.22645209003790048,0.2189686732412039
"Плотность при 20°С, ASTM D4052",Температура проведения теста | -,0.2264520900379004,0.2189686732412039
Деэм.вода | ASTM D1401,Последовательность 1 | ASTM D892,0.22570834117953215,0.24507289541923297
Деэм.вода | ASTM D1401,Последовательность 3 | ASTM D892,0.2232995025274377,0.29200742936317753
Деэм.масло | ASTM D1401,Последовательность 1 | ASTM D892,0.2187604509710881,0.2466572562341935
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -30°C, ASTM D5293",0.21714761158702942,0.4691899304807125
Деэм.масло | ASTM D1401,Последовательность 3 | ASTM D892,0.21431916929771788,0.28520349941502054
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Индекс вязкости, ГОСТ 25371",-0.21072370207255423,-0.21198768774149174
Деэм.вода | ASTM D1401,Последовательность 2 | ASTM D892,0.20850684517912782,0.21244805789045268
Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,0.20285620331002552,0.2028298694010805
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Температура застывания, ГОСТ 20287, метод Б",0.2027710476794005,0.21895168354368869
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Дозировка катализатора, категория",0.20041883995365764,0.1898397460873575
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",Деэм.масло | ASTM D1401,-0.19953911286827258,-0.19925902769076906
"Индекс вязкости, ГОСТ 25371","Кинематическая вязкость, при 100°C, ASTM D445",-0.19953424216948423,0.02115717802722609
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",Деэм.вода | ASTM D1401,-0.199514342825068,-0.19925659607026208
Деэм.масло | ASTM D1401,Последовательность 2 | ASTM D892,0.19946353169714243,0.19489520458343432
"Динамическая вязкость CCS -35°C, ASTM D5293","Температура застывания, ГОСТ 20287, метод Б",-0.19761808569959943,-0.47433449007788014
"Массовая доля, %","Плотность при 15°С, ASTM D4052",0.19559191569862136,0.1778498168899259
"Массовая доля, %","Плотность при 20°С, ASTM D4052",0.1955671350294203,0.17763978692889396
Деэм.вода | ASTM D1401,Деэм.эмульсия | ASTM D1401,0.19437108870820233,0.19484323516610377
Деэм.время | ASTM D1401,"Испаряемость по NOACK, ASTM D5800",0.1877288630614869,0.7574147099853279
"Кинематическая вязкость, при 100°C, ASTM D445","Температура застывания, ГОСТ 20287, метод Б",0.18594244994164372,-0.01514349771652038
Деэм.время | ASTM D1401,"Динамическая вязкость CCS -35°C, ASTM D5293",0.1792647395260822,0.44250989226100207
"Массовая доля, %","Температура застывания, ГОСТ 20287, метод Б",-0.1704928433124639,-0.14738179287523434
"Индекс вязкости, ГОСТ 25371","Плотность при 20°С, ASTM D4052",0.16538276281467723,0.15946449865547122
"Индекс вязкости, ГОСТ 25371","Плотность при 15°С, ASTM D4052",0.16538244301325591,0.15942561679177278
"Индекс вязкости, ГОСТ 25371","Щелочное число, ASTM D2896",-0.16438683091820072,-0.2315317823263192
"Кинематическая вязкость, при 100°C, ASTM D445",Цвет | ASTM D1500,0.16293950666637325,0.1088000567414762
"Массовая доля, %","Испаряемость по NOACK, ASTM D5800",0.15907711393486468,0.10582943557187459
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Индекс вязкости, ГОСТ 25371",0.15801117233832196,0.15882660875420715
"Температура застывания, ГОСТ 20287, метод Б","Щелочное число, ASTM D2896",0.15219150912783735,0.22547087192977605
"Массовая доля, %","Массовая доля фосфора, ASTM D6481",0.15176810132114002,0.13011114015118652
"Температура застывания, ГОСТ 20287, метод Б",Температура проведения теста | -,-0.1517289785820022,-0.14893430641300734
Деаэрация | ASTM D3427,"Температура застывания, ГОСТ 20287, метод Б",-0.151728978582002,-0.14893430641300734
"Массовая доля, %","Массовая доля цинка, ASTM D6481",0.15127507549642025,0.1350607971270551
"Индекс вязкости, ГОСТ 25371",Температура проведения теста | -,0.14862997449795598,0.15194904146170782
Деаэрация | ASTM D3427,"Индекс вязкости, ГОСТ 25371",0.14862997449795584,0.15194904146170782
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Динамическая вязкость CCS -15°C, ASTM D5293",-0.14581272510916055,-0.22936212127398434
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",Деэм.время | ASTM D1401,-0.14395233560957546,-0.19938094907184856
"Динамическая вязкость CCS -25°C, ASTM D5293",Последовательность 1 | ASTM D892,0.14289444925273886,0.22460268164375477
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Температура застывания, ГОСТ 20287, метод Б",-0.14282800792573014,-0.1539055816300754
"Массовая доля, %","Динамическая вязкость CCS -20°C, ASTM D5293",0.14088957155138526,0.20862418393420323
"Динамическая вязкость CCS -15°C, ASTM D5293",Последовательность 1 | ASTM D892,0.14009940777835583,0.28591154879975067
"Массовая доля, %","Динамическая вязкость CCS -15°C, ASTM D5293",0.13955904701208385,0.16086828255016924
"Динамическая вязкость CCS -30°C, ASTM D5293",Последовательность 1 | ASTM D892,0.13733460611824172,0.14650684503783
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C",Деэм.масло | ASTM D1401,0.13731001018552272,0.13799816042472843
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C",Деэм.вода | ASTM D1401,0.13729296503163804,0.13799647638982823
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Динамическая вязкость CCS -20°C, ASTM D5293",-0.13564413664218197,-0.13366708416850726
"Индекс вязкости, ГОСТ 25371","Массовая доля кальция, ASTM D6481",-0.13494084512768606,0.22135230942745718
Деэм.вода | ASTM D1401,"Кинематическая вязкость, при 100°C, ASTM D445",-0.13485046777679252,0.023529749934597867
Деэм.масло | ASTM D1401,"Кинематическая вязкость, при 100°C, ASTM D445",-0.13479873365985118,0.027422019935795936
Деэм.время | ASTM D1401,Последовательность 1 | ASTM D892,0.13269658871164358,0.253151714114785
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Кинематическая вязкость, при 100°C, ASTM D445",-0.13115328596939618,-0.1705812100250187
"Динамическая вязкость CCS -30°C, ASTM D5293","Кинематическая вязкость, при 100°C, ASTM D445",-0.12966644513777922,-0.01814485107981624
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Динамическая вязкость CCS -25°C, ASTM D5293",-0.12959274110372496,-0.13017104285869296
"Индекс вязкости, ГОСТ 25371",Последовательность 1 | ASTM D892,0.12929320934752658,0.20506211685716175
"Кислотное число, ГОСТ 11362",Цвет | ASTM D1500,0.12842337654073216,0.47215873437800276
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Испаряемость по NOACK, ASTM D5800",-0.12806415517078243,-0.21547639219695897
"Динамическая вязкость CCS -20°C, ASTM D5293",Последовательность 1 | ASTM D892,0.1254238953580321,0.24510317361845674
"Массовая доля кальция, ASTM D6481","Температура застывания, ГОСТ 20287, метод Б",0.12493061493834694,-0.22214792356153432
"Индекс вязкости, ГОСТ 25371",Последовательность 3 | ASTM D892,0.12388418002401436,0.1696324396486321
"Динамическая вязкость CCS -20°C, ASTM D5293","Кинематическая вязкость, при 100°C, ASTM D445",-0.12129974581716602,-0.01653683409777065
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Индекс вязкости, ГОСТ 25371",-0.11923974420168137,-0.11481878492182199
"Кинематическая вязкость, при 100°C, ASTM D445","Кислотное число, ГОСТ 11362",0.11891200969290408,0.18384870941747408
"Массовая доля, %","Динамическая вязкость CCS -25°C, ASTM D5293",0.11888656543331548,0.1987678030258741
Деэм.время | ASTM D1401,Последовательность 3 | ASTM D892,0.11801898458010047,0.29193389891504884
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Последовательность 1 | ASTM D892,0.11730054075358486,0.13151611965732074
Последовательность 1 | ASTM D892,"Температура застывания, ГОСТ 20287, метод Б",-0.11694396077183301,-0.21709462117795175
"Динамическая вязкость CCS -25°C, ASTM D5293","Кинематическая вязкость, при 100°C, ASTM D445",-0.11675229747258477,-0.022248327615358957
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -20°C, ASTM D5293",0.11629131484278638,0.05027456405047206
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -25°C, ASTM D5293",0.11626223859308026,0.045457902305161384
"Динамическая вязкость CCS -15°C, ASTM D5293","Кинематическая вязкость, при 100°C, ASTM D445",-0.11553680854833032,0.024585393971993122
"Индекс вязкости, ГОСТ 25371",Последовательность 2 | ASTM D892,0.11428041814034878,0.11611062899806436
"Массовая доля, %","Индекс вязкости, ГОСТ 25371",0.11392746507469792,0.10657753658603063
Деэм.эмульсия | ASTM D1401,"Индекс вязкости, ГОСТ 25371",0.11353368865431342,0.11655678809631602
"Индекс вязкости, ГОСТ 25371","Массовая доля фосфора, ASTM D6481",-0.1132817788870431,0.30216795180617867
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Температура застывания, ГОСТ 20287, метод Б",0.11260306582346788,0.1231305061215833
Последовательность 3 | ASTM D892,"Температура застывания, ГОСТ 20287, метод Б",-0.112368402884986,-0.19099365671869936
"Испаряемость по NOACK, ASTM D5800","Кинематическая вязкость, при 100°C, ASTM D445",-0.11227499038024592,0.00034923867132016995
Деэм.масло | ASTM D1401,"Щелочное число, ASTM D2896",-0.11125558077823715,-0.15631156334883334
Деэм.вода | ASTM D1401,"Щелочное число, ASTM D2896",-0.11124176992429977,-0.1563096558297246
"Плотность при 15°С, ASTM D4052","Температура застывания, ГОСТ 20287, метод Б",-0.10962993916852422,-0.10099928404543056
"Плотность при 20°С, ASTM D4052","Температура застывания, ГОСТ 20287, метод Б",-0.10961518190737332,-0.10094132474883728
"Динамическая вязкость CCS -30°C, ASTM D5293","Щелочное число, ASTM D2896",-0.10946151212287754,-0.3023885384553279
"Индекс вязкости, ГОСТ 25371","Массовая доля цинка, ASTM D6481",-0.10908839478253324,0.2959868561951528
"Кинематическая вязкость, при 100°C, ASTM D445","Массовая доля фосфора, ASTM D6481",-0.10801641499256186,0.3498017184145113
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Кинематическая вязкость, при 100°C, ASTM D445",0.10784888015430878,0.13464041838375587
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Динамическая вязкость CCS -15°C, ASTM D5293",0.10782217511433308,0.16296201313912884
"Динамическая вязкость CCS -30°C, ASTM D5293",Последовательность 2 | ASTM D892,0.10778017975064733,0.12655733411270448
Деэм.время | ASTM D1401,Последовательность 2 | ASTM D892,0.10758860722156867,0.20196153570778547
"Динамическая вязкость CCS -30°C, ASTM D5293",Последовательность 3 | ASTM D892,0.10755680146209076,0.11245288265137315
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Последовательность 3 | ASTM D892,0.106403432278558,0.08416854304255639
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Последовательность 2 | ASTM D892,0.10624686510530545,0.09111416432683064
"Динамическая вязкость CCS -35°C, ASTM D5293","Испаряемость по NOACK, ASTM D5800",0.10517993507658527,0.5261060155066077
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Динамическая вязкость CCS -20°C, ASTM D5293",0.10509491431931603,0.09990628299224046
"Массовая доля фосфора, ASTM D6481","Температура застывания, ГОСТ 20287, метод Б",0.10487892935792102,-0.29956890628899024
"Динамическая вязкость CCS -15°C, ASTM D5293","Испаряемость по NOACK, ASTM D5800",0.1035245767170686,0.8448370002719249
"Динамическая вязкость CCS -20°C, ASTM D5293","Щелочное число, ASTM D2896",-0.10319323576511466,-0.2899188986086843
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -15°C, ASTM D5293",0.10308000797516606,0.032913894327442905
"Кинематическая вязкость, при 100°C, ASTM D445","Массовая доля цинка, ASTM D6481",-0.10306882450108536,0.3567769903732643
Последовательность 2 | ASTM D892,"Температура застывания, ГОСТ 20287, метод Б",-0.1024777963057484,-0.12866557976756815
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Кинематическая вязкость, при 100°C, ASTM D445",-0.1021929347622674,-0.0846579619704563
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Динамическая вязкость CCS -25°C, ASTM D5293",0.1019994809575827,0.09754404137020072
"Массовая доля цинка, ASTM D6481","Температура застывания, ГОСТ 20287, метод Б",0.10099585044303175,-0.2941732891064328
"Время испытания | - Daimler Oxidation Test (DOT), ч","Индекс вязкости, ГОСТ 25371",-0.10059111380178712,-0.10135936432295461
Деэм.эмульсия | ASTM D1401,"Температура застывания, ГОСТ 20287, метод Б",-0.09983934011237741,-0.12624335556680824
"Время испытания | - Daimler Oxidation Test (DOT), ч",Деэм.масло | ASTM D1401,-0.09960821077784494,-0.0995359192439365
"Время испытания | - Daimler Oxidation Test (DOT), ч",Деэм.вода | ASTM D1401,-0.099595845785092,-0.09953470457584732
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Испаряемость по NOACK, ASTM D5800",0.09957756370944021,0.14939421028221542
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Кинематическая вязкость, при 40°C, ASTM D445",0.0991524255041625,0.09288576094153407
"Динамическая вязкость CCS -25°C, ASTM D5293","Щелочное число, ASTM D2896",-0.09913443794613966,-0.28782791586933365
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C",Деэм.время | ASTM D1401,0.09905875787785698,0.13808259788535646
"Динамическая вязкость CCS -15°C, ASTM D5293","Щелочное число, ASTM D2896",-0.0982395640860729,-0.23077132071231232
"Динамическая вязкость CCS -30°C, ASTM D5293","Испаряемость по NOACK, ASTM D5800",0.09720287154651502,0.631392293950584
"Плотность при 15°С, ASTM D4052","Щелочное число, ASTM D2896",-0.09700451260135334,-0.1363623810754818
"Плотность при 20°С, ASTM D4052","Щелочное число, ASTM D2896",-0.09700384354042274,-0.1363623810754818
Деэм.время | ASTM D1401,"Кинематическая вязкость, при 100°C, ASTM D445",-0.09677919069282741,0.026091660806765036
Цвет | ASTM D1500,"Щелочное число, ГОСТ 11362",0.09549328348288577,0.42354306020282473
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Кинематическая вязкость, при 40°C, ASTM D445",-0.094004098769868,-0.1162894598942927
"Массовая доля кальция, ASTM D6481","Щелочное число, ГОСТ 11362",0.09228220609748305,0.10847318257723677
"Время испытания | - Daimler Oxidation Test (DOT), ч","Температура застывания, ГОСТ 20287, метод Б",0.09208680398728347,0.09953032608484078
Деэм.масло | ASTM D1401,"Массовая доля кальция, ASTM D6481",-0.09132195112644703,0.26537165494598475
Деэм.вода | ASTM D1401,"Массовая доля кальция, ASTM D6481",-0.09131004116275333,0.26646511286184776
"Массовая доля фосфора, ASTM D6481","Щелочное число, ASTM D2896",-0.09127153095895534,0.17328427222139614
"Массовая доля кальция, ASTM D6481",Определение содержания воды методом Карла Фишера | ASTM D 6304,0.09044970859095794,0.10588686085266193
"Динамическая вязкость CCS -30°C, ASTM D5293","Массовая доля кальция, ASTM D6481",-0.08985788330767487,0.05306629764800184
"Динамическая вязкость CCS -15°C, ASTM D5293",Последовательность 3 | ASTM D892,0.0896635091453424,0.21167995222289532
"Испаряемость по NOACK, ASTM D5800","Щелочное число, ASTM D2896",-0.0892593911789956,-0.19949913467545966
"Массовая доля, %","Динамическая вязкость CCS -30°C, ASTM D5293",0.08912644618525911,0.18506448035288878
"Динамическая вязкость CCS -25°C, ASTM D5293",Последовательность 3 | ASTM D892,0.08796649793648138,0.17975749146578682
"Массовая доля цинка, ASTM D6481","Щелочное число, ASTM D2896",-0.08756810207313517,0.19912333304729357
"Индекс вязкости, ГОСТ 25371","Массовая доля серы, ASTM D6481",-0.08684889088779245,0.4510561661070726
"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Дозировка катализатора, категория",-0.08666802769671482,-0.08371666604942334
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Плотность при 15°С, ASTM D4052",0.0850293117594017,0.08453055366310308
"Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Плотность при 20°С, ASTM D4052",0.08500513868642041,0.0845732369024389
"Динамическая вязкость CCS -20°C, ASTM D5293","Массовая доля кальция, ASTM D6481",-0.08471236398199401,0.10653384394949816
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -30°C, ASTM D5293",0.08416468340171143,0.03016698819792062
"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362",0.0837096903757405,0.11246648339834413
"Динамическая вязкость CCS -25°C, ASTM D5293","Испаряемость по NOACK, ASTM D5800",0.08359037406626105,0.6869657182265473
"Массовая доля, %",Деэм.время | ASTM D1401,0.08357293861123356,0.04174320144510481
"Динамическая вязкость CCS -15°C, ASTM D5293",Температура проведения теста | -,0.08225595874387655,0.1539046424415486
Деаэрация | ASTM D3427,"Динамическая вязкость CCS -15°C, ASTM D5293",0.0822559587438765,0.1539046424415486
"Динамическая вязкость CCS -25°C, ASTM D5293","Массовая доля кальция, ASTM D6481",-0.08138063652207819,0.10026645195278133
