target,feature,spearman,abs_spearman
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Индекс вязкости, ГОСТ 25371",-0.014035754632052519,0.014035754632052519
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Индекс полидисперсности,0.27979804857338375,0.27979804857338375
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Индекс стабильности, %",-0.09386185604915487,0.09386185604915487
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Испаряемость по NOACK, ASTM D5800",0.263961992204711,0.263961992204711
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Кинематическая вязкость,0.26857441410025074,0.26857441410025074
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Кинематическая вязкость, при 100°C, ASTM D445",0.08557328538514275,0.08557328538514275
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Кинематическая вязкость, при 40°C, ASTM D445",0.2865215027249853,0.2865215027249853
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Кислотное число, ГОСТ 11362",-0.11164214861684447,0.11164214861684447
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Масса гидрофобного хвоста, г/моль",0.26676751544003957,0.26676751544003957
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Массовая доля кальция, ASTM D6481",-0.005099447611940894,0.005099447611940894
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Массовая доля серы, ASTM D6481",0.12460752566194717,0.12460752566194717
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Массовая доля фосфора, ASTM D6481",0.11992434762067897,0.11992434762067897
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Массовая доля цинка, ASTM D6481",0.10134204988401815,0.10134204988401815
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Общее содержание азота | ASTM D3228,-0.16880421231662462,0.16880421231662462
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Отношение S:Mo,0.08949833415543934,0.08949833415543934
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Отношение Мыло/Основание,-0.02247885190747928,0.02247885190747928
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Плотность при 15°С, ASTM D4052",-0.10636203517480503,0.10636203517480503
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Плотность при 20°С, ASTM D4052",-0.10719359143103734,0.10719359143103734
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Потенциал ионизации,эВ",-0.17047016057113645,0.17047016057113645
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Размер мицелл, нм",0.004252539405161697,0.004252539405161697
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Содержание MgCO3, CaCO3, % масс.",-0.19117199064399118,0.19117199064399118
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Содержание Азота,0.2825999468697156,0.2825999468697156
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Содержание Бора,0.07381811316609467,0.07381811316609467
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Содержание воды, % масс.",-0.10224061905588797,0.10224061905588797
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Содержание масла,0.2838592941465571,0.2838592941465571
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Содержание масла, % масс.",-0.07151572582883713,0.07151572582883713
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Содержание металла (Ca/Mg), % масс.",-0.1485480201497753,0.1485480201497753
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Содержание мыла, % масс.",-0.07707625535776859,0.07707625535776859
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Содержание полимера,-0.13777937365010817,0.13777937365010817
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Содержание серы, % масс.",-0.07126337447072205,0.07126337447072205
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Степень полисульфидности,-0.1008301644752235,0.1008301644752235
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Стерический фактор, Å3",-0.10479184765867663,0.10479184765867663
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Температура застывания, ГОСТ 20287, метод Б",-0.27600129006874907,0.27600129006874907
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Температура плавления, °C",0.12298678627796111,0.12298678627796111
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Химический потенциал, Дж/моль",0.1624488541159905,0.1624488541159905
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Цвет | ASTM D1500,-0.14284802124252519,0.14284802124252519
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Щелочное число, ASTM D2896",-0.019626233859610154,0.019626233859610154
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Щелочное число, ГОСТ 11362",-0.13270989397039756,0.13270989397039756
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Энергия ВЗМО, эВ",0.15265806601513185,0.15265806601513185
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Энергия НСМО, эВ",-0.05138133939700964,0.05138133939700964
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Энергия диссоциации связи Х-Н, ккал/моль",-0.14327066302360175,0.14327066302360175
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Класс субстрата_0,0.09516775197696643,0.09516775197696643
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Класс субстрата_Салицилат кальция,-0.3459311480671873,0.3459311480671873
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Класс субстрата_Сульфонат кальция,0.13751700928838634,0.13751700928838634
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Класс субстрата_Сульфонат магния,0.20784548488889876,0.20784548488889876
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Класс субстрата_Фенолят кальция,0.10826394320003796,0.10826394320003796
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип АО_0,0.1435558580100264,0.1435558580100264
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип АО_Дифениламин,-0.06478565660521725,0.06478565660521725
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип АО_Фенол,-0.1779217845154412,0.1779217845154412
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип спиртового радикала_0,-0.10028590775863157,0.10028590775863157
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип спиртового радикала_Вторичный,-0.40238726705741557,0.40238726705741557
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип спиртового радикала_Первичный,0.10729526601471194,0.10729526601471194
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип спиртового радикала_Смешанный,0.27458539251971487,0.27458539251971487
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Модификация_0,-0.24487288840733612,0.24487288840733612
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Модификация_Борированный,0.07852216311407242,0.07852216311407242
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Модификация_Неборированный,0.2757920947428381,0.2757920947428381
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип сукцинимида_0,-0.24487288840733612,0.24487288840733612
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип сукцинимида_Бис,0.07035144632459873,0.07035144632459873
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Тип сукцинимида_Моно,0.2760980986699767,0.2760980986699767
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Категория_0,-0.09470604129111011,0.09470604129111011
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Категория_MoDTC,-0.12946465720391961,0.12946465720391961
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Категория_MoDTP,-0.04508041274968597,0.04508041274968597
"Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %",Категория_Аминный комплекс,0.22091462564340902,0.22091462564340902
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Массовая доля, %",0.10107084859653152,0.10107084859653152
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C",-0.28612568175446784,0.28612568175446784
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Время испытания | - Daimler Oxidation Test (DOT), ч",0.15425861530290919,0.15425861530290919
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс",0.22991397169489453,0.22991397169489453
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Дозировка катализатора, категория",-0.050501709716845124,0.050501709716845124
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",% масс. (Mo),-0.26670509062769826,0.26670509062769826
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",COC (°C),-0.26365514636355114,0.26365514636355114
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Активный Азот / Кислород, % масс. (N или O)",-0.20400525299873187,0.20400525299873187
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Атомное отношение P:Zn,0.22364759003157778,0.22364759003157778
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Группа по API,-0.09342365568480185,0.09342365568480185
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Деэм.вода | ASTM D1401,0.10503533966928773,0.10503533966928773
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Деэм.время | ASTM D1401,0.20658245881343945,0.20658245881343945
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Деэм.масло | ASTM D1401,0.13222943046927038,0.13222943046927038
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Деэм.эмульсия | ASTM D1401,0.06659891778108934,0.06659891778108934
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -15°C, ASTM D5293",0.3059281705790244,0.3059281705790244
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -20°C, ASTM D5293",0.3067965873984124,0.3067965873984124
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -25°C, ASTM D5293",0.3010101483244189,0.3010101483244189
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -30°C, ASTM D5293",0.41353712595239034,0.41353712595239034
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Динамическая вязкость CCS -35°C, ASTM D5293",0.3064860704051297,0.3064860704051297
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Дипольный момент, Д",-0.004150484807004766,0.004150484807004766
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Длина углеродной цепи,0.1870832675387495,0.1870832675387495
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Индекс вязкости, ГОСТ 25371",0.025563536951139488,0.025563536951139488
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Индекс полидисперсности,0.026839133620598855,0.026839133620598855
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Индекс стабильности, %",0.059975081429672075,0.059975081429672075
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Испаряемость по NOACK, ASTM D5800",0.03397068791034844,0.03397068791034844
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Кинематическая вязкость,0.026635122162335295,0.026635122162335295
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Кинематическая вязкость, при 100°C, ASTM D445",0.0703798111142497,0.0703798111142497
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Кинематическая вязкость, при 40°C, ASTM D445",0.2567041406563242,0.2567041406563242
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Кислотное число, ГОСТ 11362",0.083036356395527,0.083036356395527
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Масса гидрофобного хвоста, г/моль",0.025333279984530194,0.025333279984530194
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Массовая доля кальция, ASTM D6481",0.06896429561600965,0.06896429561600965
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Массовая доля серы, ASTM D6481",0.20091797523796662,0.20091797523796662
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Массовая доля фосфора, ASTM D6481",0.1873879933863852,0.1873879933863852
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Массовая доля цинка, ASTM D6481",0.19769803690029047,0.19769803690029047
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Общее содержание азота | ASTM D3228,-0.2016953511964372,0.2016953511964372
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Отношение S:Mo,-0.26093505905141445,0.26093505905141445
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Отношение Мыло/Основание,0.01953604402299341,0.01953604402299341
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Плотность при 15°С, ASTM D4052",0.09793687302547764,0.09793687302547764
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Плотность при 20°С, ASTM D4052",0.09877086508272476,0.09877086508272476
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Потенциал ионизации,эВ",-0.20876468178068144,0.20876468178068144
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Размер мицелл, нм",0.06596815369628127,0.06596815369628127
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Содержание MgCO3, CaCO3, % масс.",0.1657803148306084,0.1657803148306084
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Содержание Азота,0.051252362203752067,0.051252362203752067
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Содержание Бора,-0.10159799683856104,0.10159799683856104
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Содержание воды, % масс.",0.11663649609301312,0.11663649609301312
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Содержание масла,0.028432533785480035,0.028432533785480035
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Содержание масла, % масс.",0.06929960222981361,0.06929960222981361
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Содержание металла (Ca/Mg), % масс.",0.2147843895568022,0.2147843895568022
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Содержание мыла, % масс.",0.04540078187099761,0.04540078187099761
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Содержание полимера,-0.007337195363902845,0.007337195363902845
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Содержание серы, % масс.",0.07500116001099207,0.07500116001099207
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Степень полисульфидности,0.08807298499941428,0.08807298499941428
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Стерический фактор, Å3",-0.2098717354832795,0.2098717354832795
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Температура застывания, ГОСТ 20287, метод Б",-0.06541278827166276,0.06541278827166276
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Температура плавления, °C",0.24704905207901473,0.24704905207901473
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Химический потенциал, Дж/моль",0.2091422914836631,0.2091422914836631
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Цвет | ASTM D1500,-0.019282093062322963,0.019282093062322963
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Щелочное число, ASTM D2896",0.2582943015640675,0.2582943015640675
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Щелочное число, ГОСТ 11362",0.04230601746788742,0.04230601746788742
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Энергия ВЗМО, эВ",0.1998554125768858,0.1998554125768858
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Энергия НСМО, эВ",0.23754421173727933,0.23754421173727933
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Энергия диссоциации связи Х-Н, ккал/моль",-0.21777447506922992,0.21777447506922992
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Класс субстрата_0,-0.04133837751132867,0.04133837751132867
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Класс субстрата_Салицилат кальция,-0.06034451920782396,0.06034451920782396
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Класс субстрата_Сульфонат кальция,0.1846691955094493,0.1846691955094493
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Класс субстрата_Сульфонат магния,-0.09867010439363881,0.09867010439363881
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Класс субстрата_Фенолят кальция,0.03008813977036526,0.03008813977036526
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип АО_0,0.1614680481977938,0.1614680481977938
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип АО_Дифениламин,-0.2862331390985639,0.2862331390985639
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип АО_Фенол,0.04707976735688307,0.04707976735688307
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип спиртового радикала_0,-0.14518325715712804,0.14518325715712804
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип спиртового радикала_Вторичный,-0.4422713852075038,0.4422713852075038
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип спиртового радикала_Первичный,0.4120693568043992,0.4120693568043992
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип спиртового радикала_Смешанный,0.06548156502268537,0.06548156502268537
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Модификация_0,0.03567945145806903,0.03567945145806903
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Модификация_Борированный,-0.09454034552174043,0.09454034552174043
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Модификация_Неборированный,0.03427453324693568,0.03427453324693568
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип сукцинимида_0,0.03567945145806903,0.03567945145806903
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип сукцинимида_Бис,-0.09650047865914202,0.09650047865914202
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Тип сукцинимида_Моно,0.032222701148456837,0.032222701148456837
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Категория_0,0.19447134356505114,0.19447134356505114
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Категория_MoDTC,-0.11217404323795002,0.11217404323795002
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Категория_MoDTP,-0.051520471713926826,0.051520471713926826
"Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",Категория_Аминный комплекс,-0.19852922409336113,0.19852922409336113
